,pmid,topic
6513,32638938,Treatment;Prevention
6520,32637999,Diagnosis;Treatment
6524,32609257,Treatment
6526,32375909,Diagnosis;Treatment
6530,32571973,Treatment;Diagnosis
6538,32251794,Treatment
6543,32754955,Mechanism;Treatment
6545,32404189,Treatment;Mechanism
6547,32641163,Treatment
6550,32696045,Treatment;Diagnosis
6560,32626626,Treatment;Mechanism
6561,32569293,Treatment;Mechanism
6565,32345140,Treatment;Mechanism
6569,32754147,Treatment
6571,32701403,Treatment
6572,32473503,Prevention;Treatment
6575,32560744,Treatment
6586,32357994,Treatment;Diagnosis
6594,32151320,Treatment
6595,32688370,Treatment
6600,32761336,Treatment
6603,32447736,Mechanism;Treatment
6606,32291076,Treatment;Mechanism
6607,32386441,Diagnosis;Treatment
6610,32241056,Mechanism;Diagnosis;Treatment
6612,32219356,Mechanism;Treatment
6621,32383626,Treatment;Mechanism
6624,32574020,Treatment
6632,32768505,Treatment
6641,32424489,Treatment;Prevention
6649,32662664,Treatment
6654,32344312,Mechanism;Treatment
6657,32627330,Treatment;Mechanism
6660,32732245,Treatment;Diagnosis
6664,32588067,Treatment
6665,32342873,Prevention;Treatment
6681,32192578,Treatment
6684,32398307,Treatment;Diagnosis
6705,32460086,Treatment;Diagnosis
6709,32684166,Treatment;Mechanism
6711,32772313,Treatment;Mechanism
6712,32535752,Treatment;Mechanism
6714,32147944,Treatment
6715,32599598,Diagnosis;Treatment
6721,32598884,Diagnosis;Treatment
6723,32294289,Treatment
6726,32376395,Treatment;Diagnosis
6728,32344314,Treatment;Mechanism
6730,32568741,Treatment;Diagnosis
6734,32718719,Treatment
6735,32585284,Treatment;Diagnosis
6740,32583078,Treatment
6743,32404514,Treatment
6746,32591984,Treatment
6756,32283140,Treatment;Diagnosis
6759,32329419,Treatment;Mechanism
6761,32769869,Treatment;Diagnosis
6765,32394238,Treatment
6770,32636454,Treatment;Mechanism
6772,32400362,Diagnosis;Treatment
6777,32359402,Treatment
6783,32682805,Treatment
6789,32565195,Mechanism;Treatment
6793,32340895,Diagnosis;Treatment
6802,32295710,Treatment
6803,32560227,Treatment
6819,32395098,Mechanism;Treatment
6822,32369606,Diagnosis;Treatment;Prevention
6824,32684499,Treatment
6829,32619360,Treatment
6837,32541255,Mechanism;Treatment
6839,32329881,Treatment
6841,32415314,Mechanism;Treatment
6848,32314455,Diagnosis;Treatment
6851,32460208,Treatment;Mechanism
6856,32407256,Diagnosis;Treatment
6862,32493331,Treatment
6866,32493812,Treatment;Mechanism
6871,32661794,Treatment;Mechanism;Diagnosis
6872,32035018,Treatment
6873,32437749,Treatment;Mechanism
6881,32592016,Diagnosis;Treatment
6886,32414755,Treatment
6891,32360703,Treatment;Mechanism
6893,32651736,Diagnosis;Treatment
6895,32382358,Treatment
6896,32291137,Treatment
6899,32211809,Mechanism;Treatment
6906,32309622,Treatment
6907,32444366,Diagnosis;Treatment
6911,32464097,Treatment;Mechanism
6913,32199880,Treatment;Diagnosis
6914,32731932,Treatment;Mechanism;Diagnosis
6917,32718343,Treatment;Diagnosis
6918,32652001,Treatment;Mechanism
6924,32198291,Mechanism;Treatment
6930,32559762,Treatment;Diagnosis
6931,32556323,Prevention;Treatment
6932,32145363,Treatment
6938,32615258,Diagnosis;Treatment
6942,32652021,Treatment;Diagnosis
6943,32291526,Treatment
6945,32589736,Mechanism;Diagnosis;Treatment
6947,32179860,Treatment
6953,32744622,Treatment
6957,32075791,Treatment
6958,32449374,Treatment;Diagnosis
6960,32653618,Diagnosis;Prevention;Treatment
6961,32762118,Treatment
6962,32727345,Treatment;Diagnosis
6965,32600911,Treatment
6966,32705585,Treatment;Mechanism
6967,32740495,Treatment;Mechanism
6968,32550702,Treatment;Diagnosis
6969,32735883,Treatment;Mechanism
6972,32113846,Treatment
6973,32628976,Treatment;Mechanism
6977,32372695,Treatment
6982,32255567,Diagnosis;Treatment
6984,32490731,Treatment;Mechanism
6993,32389847,Treatment;Mechanism
6994,32501133,Treatment
6995,32493739,Diagnosis;Treatment
6996,32226288,Treatment
6998,32339701,Treatment;Mechanism
7003,32405156,Treatment;Mechanism
7006,32705587,Diagnosis;Treatment
7013,32753756,Treatment;Mechanism
7014,32418190,Treatment
7019,32728419,Treatment;Diagnosis
7020,32574309,Diagnosis;Transmission;Treatment
7030,32364264,Diagnosis;Treatment
7031,32634550,Treatment;Diagnosis
7035,32606347,Treatment;Mechanism
7044,32392072,Treatment;Mechanism
7047,32623451,Mechanism;Treatment;Diagnosis
7048,32425638,Treatment
7054,32389499,Treatment;Mechanism
7055,32322805,Treatment
7062,32771379,Treatment;Diagnosis
7063,32635188,Mechanism;Treatment
7064,32499832,Treatment
7077,32743995,Treatment;Diagnosis
7078,32326988,Treatment
7084,32544304,Treatment
7092,32769232,Treatment;Diagnosis
7103,32759176,Treatment
7105,32435272,Treatment;Diagnosis
7109,32579068,Treatment
7111,32674129,Diagnosis;Treatment
7120,32317036,Treatment
7134,32245784,Mechanism;Treatment
7136,32348055,Treatment
7137,32576928,Mechanism;Treatment
7155,32275178,Treatment
7157,32454489,Treatment
7164,32198164,Mechanism;Diagnosis;Treatment;Prevention
7178,32474598,Treatment;Diagnosis
7179,32574289,Treatment
7180,32470577,Treatment;Mechanism
7188,32633856,Diagnosis;Treatment
7194,32347895,Treatment
7197,32537133,Treatment
7200,32631826,Treatment
7204,32304577,Treatment;Prevention
7208,32690179,Treatment
7210,32657207,Treatment;Mechanism
7215,32401694,Treatment
7218,32719810,Treatment;Diagnosis
7222,32489024,Treatment
7229,32437972,Treatment
7230,32683945,Treatment;Prevention
7233,32493459,Treatment
7234,32447523,Treatment
7239,32726868,Treatment;Diagnosis
7244,32501731,Treatment;Mechanism
7248,32302975,Mechanism;Treatment
7252,32444414,Mechanism;Treatment
7253,32335366,Treatment;Mechanism
7258,32427430,Treatment;Mechanism
7265,32307245,Treatment
7268,32310190,Treatment
7285,32738193,Treatment;Mechanism
7289,32290754,Treatment
7292,32581194,Treatment;Mechanism
7293,32433124,Treatment
7303,32713370,Treatment;Diagnosis
7312,32696591,Treatment;Diagnosis
7314,32324361,Treatment
7317,32074786,Treatment
7321,32475831,Treatment
7323,32427638,Treatment
7324,32407284,Treatment
7339,32569013,Treatment
7341,32077440,Treatment;Diagnosis
7347,32761396,Diagnosis;Treatment
7349,32668178,Treatment
7350,32453688,Treatment
7352,32770392,Treatment;Mechanism
7366,32302248,Treatment;Mechanism
7368,32733003,Treatment;Diagnosis
7370,32503821,Mechanism;Treatment
7371,32335560,Treatment
7378,32612515,Treatment;Mechanism;Diagnosis
7392,32690985,Treatment;Mechanism
7395,32705953,Treatment;Mechanism
7402,32277040,Mechanism;Treatment
7431,32734430,Diagnosis;Treatment
7434,32241880,Treatment
7445,32462708,Treatment;Prevention
7447,32372197,Mechanism;Treatment
7449,32377694,Treatment
7455,32332039,Treatment;Mechanism
7458,32356569,Treatment;Prevention
7460,32710250,Diagnosis;Treatment
7462,32377641,Treatment
7464,32437926,Treatment
7468,32593491,Treatment;Mechanism
7470,32607467,Treatment;Mechanism
7481,32603509,Mechanism;Treatment
7492,32248565,Diagnosis;Treatment
7493,32426388,Mechanism;Treatment
7494,32330305,Diagnosis;Treatment
7496,32692406,Prevention;Treatment
7501,32380200,Treatment;Mechanism
7502,32220112,Treatment
7511,32754651,Treatment;Mechanism
7513,32266419,Mechanism;Treatment
7518,32362678,Mechanism;Treatment
7519,32274570,Mechanism;Treatment
7526,32227760,Mechanism;Treatment
7527,32386571,Treatment;Mechanism
7531,32472990,Treatment;Diagnosis
7534,32710733,Treatment;Mechanism;Diagnosis
7537,32650355,Treatment
7540,32303756,Treatment
7544,32547693,Treatment;Mechanism
7546,32638436,Treatment;Diagnosis
7559,32415260,Treatment;Mechanism
7560,32603829,Treatment;Mechanism
7562,32415971,Treatment
7577,32369191,Treatment
7584,32362362,Treatment
7585,32642770,Treatment;Mechanism
7596,32369211,Treatment;Mechanism
7604,32593746,Diagnosis;Treatment
7605,32635137,Treatment
7609,32321634,Treatment
7611,32377399,Treatment
7613,32658849,Treatment
7614,32237972,Treatment
7622,32285027,Treatment;Diagnosis
7629,32296247,Treatment
7633,32374416,Treatment;Mechanism
7638,32737423,Treatment;Mechanism
7639,32484584,Prevention;Treatment
7644,32712675,Treatment;Prevention
7645,32766535,Treatment
7646,32492562,Treatment;Mechanism
7654,32717568,Treatment;Mechanism
7656,32772343,Mechanism;Treatment
7658,32512588,Treatment
7663,32623965,Treatment
7667,32750187,Treatment;Mechanism
7668,32376592,Treatment
7670,32669305,Treatment;Prevention
7671,32449333,Treatment
7672,32539093,Treatment
7673,32537662,Treatment;Diagnosis
7674,32648040,Diagnosis;Treatment
7676,32213760,Treatment
7680,32366740,Treatment;Mechanism
7682,32706364,Mechanism;Treatment;Diagnosis
7684,32686633,Treatment;Diagnosis
7690,32416679,Treatment;Mechanism
7695,32335585,Diagnosis;Mechanism;Treatment;Prevention
7703,32430459,Mechanism;Treatment
7705,32766546,Treatment;Diagnosis
7708,32579985,Treatment
7719,32708526,Diagnosis;Treatment
7722,32234467,Mechanism;Treatment
7730,32578792,Treatment;Diagnosis;Prevention
7736,32642225,Mechanism;Treatment
7738,32229706,Mechanism;Treatment
7743,32593662,Treatment
7760,32604797,Treatment;Mechanism
7766,32317217,Mechanism;Treatment
7776,32642806,Treatment
7778,32418794,Treatment
7781,32293713,Treatment
7782,32624188,Diagnosis;Treatment
7783,32579023,Treatment
7794,32716669,Treatment;Prevention
7804,32509258,Diagnosis;Treatment
7806,32416769,Treatment
7810,32572533,Treatment;Diagnosis
7813,32659455,Diagnosis;Treatment
7818,32705368,Treatment;Diagnosis
7828,32577056,Mechanism;Treatment
7835,32333025,Diagnosis;Prevention;Treatment
7860,32369610,Diagnosis;Mechanism;Treatment
7867,32471272,Treatment;Mechanism
7872,32725449,Mechanism;Diagnosis;Treatment
7876,32750010,Diagnosis;Treatment
7881,32294815,Treatment
7883,32705411,Mechanism;Treatment
7887,32541352,Prevention;Treatment
7895,32773845,Prevention;Treatment
7896,32123994,Diagnosis;Treatment
7897,32398026,Treatment
7898,32615154,Mechanism;Treatment
7906,32592394,Mechanism;Treatment
7907,32300496,Prevention;Diagnosis;Treatment
7920,32385859,Treatment
7935,32458599,Treatment
7936,32343745,Diagnosis;Treatment
7946,32502901,Treatment;Mechanism
7948,32563999,Treatment;Transmission;Prevention;Diagnosis;Mechanism
7953,32698626,Treatment;Mechanism
7954,32386428,Mechanism;Treatment;Transmission
7957,32399097,Mechanism;Treatment
7961,32487159,Treatment;Prevention;Mechanism;Diagnosis
7964,32655578,Mechanism;Treatment
7966,32572174,Treatment
7985,32716836,Treatment;Mechanism
7992,32640525,Treatment;Mechanism
7998,32074550,Treatment
8005,32282033,Treatment
8006,32402522,Treatment
8007,32250170,Treatment
8011,32295786,Treatment
8013,32330314,Treatment
8014,32452345,Treatment
8018,32507110,Treatment;Diagnosis
8024,32621881,Treatment;Diagnosis
8026,32640619,Treatment
8031,32767868,Treatment;Diagnosis
8032,32505067,Treatment;Mechanism
8036,32639848,Treatment;Mechanism
8037,32488343,Diagnosis;Treatment
8039,32613089,Treatment
8044,32391877,Diagnosis;Treatment
8047,32630514,Treatment;Mechanism
8049,32718076,Diagnosis;Mechanism;Treatment
8058,32338155,Treatment
8062,32590819,Treatment
8066,32250968,Diagnosis;Mechanism;Treatment
8068,32553766,Diagnosis;Treatment
8074,32330277,Treatment
8076,32764120,Mechanism;Treatment
8079,32468635,Treatment;Prevention
8087,32769063,Treatment
8089,32423461,Treatment
8090,32197787,Treatment;Prevention
8093,32714077,Diagnosis;Treatment
8095,32772895,Treatment;Mechanism
8096,32673668,Treatment
8099,32717066,Treatment;Diagnosis
8101,32561274,Treatment;Mechanism
8102,32767075,Treatment;Diagnosis
8104,32293449,Treatment
8109,32311760,Treatment
8112,32684211,Treatment
8113,32372768,Treatment
8116,32776309,Diagnosis;Treatment
8117,32715628,Treatment;Mechanism
8126,32702090,Treatment;Diagnosis
8127,32218340,Treatment
8134,32545556,Treatment
8136,32536367,Prevention;Treatment
8138,32500700,Diagnosis;Treatment
8142,32299780,Treatment;Mechanism;Diagnosis
8143,32253888,Mechanism;Treatment
8144,32706392,Treatment;Diagnosis
8149,32706954,Treatment
8157,32590297,Prevention;Treatment
8161,32674206,Treatment;Diagnosis
8163,32472191,Treatment;Diagnosis
8175,32192297,Treatment
8177,32636240,Treatment;Mechanism
8180,32303592,Mechanism;Treatment
8192,32628748,Treatment
8193,32226295,Diagnosis;Treatment;Prevention
8197,32641154,Treatment
8198,32631657,Treatment;Mechanism;Diagnosis
8199,32398379,Treatment
8203,32713605,Treatment;Diagnosis
8205,32506110,Treatment
8208,32510598,Treatment;Mechanism
8216,32371562,Prevention;Treatment
8227,32329221,Treatment
8234,32600411,Treatment;Diagnosis
8238,32457038,Treatment;Mechanism
8249,32255359,Transmission;Diagnosis;Treatment
8252,32687949,Treatment
8262,32577236,Treatment;Mechanism
8272,32634602,Treatment
8278,32422645,Treatment;Mechanism
8279,32683219,Treatment
8283,32547788,Treatment;Mechanism
8287,32758000,Treatment
8290,32389667,Treatment;Diagnosis
8294,32573433,Treatment;Mechanism
8305,32319148,Mechanism;Treatment
8306,32646657,Treatment
8307,32612961,Diagnosis;Treatment
8315,32741731,Prevention;Treatment;Transmission
8322,32647056,Treatment
8333,32671399,Treatment;Mechanism
8334,32600908,Treatment
8343,32353808,Treatment;Diagnosis;Prevention
8347,32759013,Treatment
8350,32360242,Diagnosis;Treatment
8353,32398300,Mechanism;Treatment
8355,32755114,Prevention;Treatment
8357,32234303,Diagnosis;Mechanism;Treatment
8359,32324899,Treatment;Prevention
8360,32583378,Treatment
8364,32498689,Treatment;Diagnosis
8370,32592118,Diagnosis;Treatment
8372,32687756,Treatment
8379,32765938,Treatment;Mechanism
8382,32235387,Treatment
8399,32542211,Prevention;Treatment;Diagnosis
8408,32437017,Treatment;Diagnosis
8409,32554324,Treatment
8418,32645151,Diagnosis;Treatment
8424,32459790,Treatment;Diagnosis
8434,32326426,Treatment
8440,32444269,Mechanism;Treatment
8444,32495579,Treatment;Prevention
8456,32405269,Treatment;Mechanism
8459,32740801,Treatment
8462,32578790,Treatment
8463,32700670,Treatment;Diagnosis
8465,32407708,Treatment
8470,32250193,Diagnosis;Transmission;Prevention;Treatment
8471,32473354,Mechanism;Treatment
8472,32558696,Mechanism;Treatment
8481,32667853,Treatment
8486,32312600,Treatment
8493,32687345,Treatment;Mechanism
8494,32537482,Treatment;Mechanism
8499,32650523,Treatment;Diagnosis
8500,32679175,Treatment;Mechanism
8502,32418728,Treatment
8504,32220278,Mechanism;Treatment
8508,32446813,Treatment;Diagnosis
8512,32485314,Mechanism;Treatment
8519,32726803,Treatment;Mechanism
8523,32441332,Treatment;Diagnosis
8525,32097201,Treatment
8527,32215956,Mechanism;Treatment;Prevention
8532,32473310,Treatment
8534,32629788,Treatment;Diagnosis
8536,32770717,Diagnosis;Treatment
8537,32693711,Treatment;Mechanism;Diagnosis;Transmission
8551,32253068,Mechanism;Treatment
8562,32446798,Treatment;Diagnosis
8567,32282262,Treatment
8570,32569772,Treatment;Diagnosis
8571,32614717,Treatment;Mechanism
8582,32576343,Mechanism;Diagnosis;Treatment
8586,32627319,Treatment;Diagnosis
8587,32750131,Treatment
8591,32383751,Treatment
8592,32703664,Treatment
8597,32679595,Treatment;Diagnosis
8602,32710146,Treatment;Diagnosis
8604,32734561,Treatment;Prevention
8609,32333836,Treatment;Mechanism
8611,32553599,Diagnosis;Treatment
8614,32698192,Treatment;Mechanism
8629,32324951,Treatment
8630,32396769,Treatment;Mechanism
8631,32721395,Treatment;Diagnosis
8632,32404898,Treatment;Mechanism
8639,32574318,Treatment;Diagnosis;Prevention
8648,32732280,Treatment
8649,32242347,Treatment;Prevention
8650,32227493,Treatment
8658,32546457,Treatment
8672,32739606,Mechanism;Treatment
8678,32698440,Treatment;Mechanism
8679,32329159,Treatment;Prevention
8685,32389584,Diagnosis;Treatment
8691,32386056,Treatment
8697,32758688,Treatment;Diagnosis
8700,32592507,Treatment
8701,32499314,Treatment;Mechanism
8704,32472653,Treatment
8705,32359205,Diagnosis;Treatment
8712,32646930,Treatment
8716,32622008,Treatment
8730,32454128,Treatment;Prevention
8731,32253318,Treatment
8735,32511867,Treatment
8742,32492530,Treatment;Diagnosis
8747,32479829,Diagnosis;Treatment
8749,32344199,Treatment
8758,32081636,Prevention;Transmission;Treatment
8762,32711254,Diagnosis;Treatment;Mechanism
8777,32393823,Mechanism;Treatment
8783,32708430,Treatment;Mechanism
8791,32698693,Treatment;Mechanism
8800,32075877,Mechanism;Treatment
8804,32709055,Treatment;Mechanism;Diagnosis
8809,32430651,Treatment;Mechanism
8813,32238094,Mechanism;Treatment
8818,32153144,Treatment
8824,32629085,Treatment;Diagnosis
8825,32358890,Treatment
8831,32694294,Treatment
8846,32534509,Treatment
8847,32578683,Treatment;Diagnosis
8852,32236815,Mechanism;Treatment
8856,32281109,Treatment
8859,32492205,Treatment
8862,32706090,Treatment;Mechanism
8867,32746922,Treatment;Mechanism
8876,32613971,Treatment;Mechanism
8879,32667157,Prevention;Diagnosis;Treatment
8880,32492165,Treatment;Diagnosis
8881,32353252,Treatment;Mechanism
8896,32205092,Treatment
8897,32501576,Treatment
8898,32769260,Treatment;Diagnosis
8900,32761481,Treatment;Diagnosis
8902,32501756,Treatment
8903,32404637,Treatment
8906,32670298,Treatment;Mechanism
8908,32277387,Prevention;Diagnosis;Treatment
8909,32758308,Treatment;Prevention
8915,32196032,Treatment
8918,32420930,Prevention;Treatment
8919,32667578,Treatment;Diagnosis
8922,32763262,Treatment
8924,32775837,Diagnosis;Treatment
8925,32675312,Treatment;Mechanism
8936,32753076,Diagnosis;Treatment;Prevention
8939,32706115,Diagnosis;Treatment
8949,32379114,Diagnosis;Treatment
8953,32690029,Treatment;Mechanism
8955,32769874,Treatment;Diagnosis
8959,32761495,Treatment;Diagnosis
8960,32278368,Treatment;Diagnosis;Prevention
8967,32628368,Treatment;Mechanism
8968,32398183,Treatment
8971,32330440,Treatment
8972,32290348,Treatment
8974,32656311,Treatment;Mechanism
8978,32579190,Treatment
8980,32723435,Treatment;Prevention
8981,32619698,Mechanism;Treatment
8982,32755309,Treatment;Diagnosis
8984,32627622,Treatment;Mechanism
8990,32706783,Treatment;Mechanism
8992,32302782,Diagnosis;Treatment
8996,32498076,Treatment
8997,32269593,Treatment
9000,32356580,Treatment
9003,32760409,Treatment;Mechanism
9006,32541128,Treatment
9010,32415419,Treatment
9012,32686245,Treatment
9016,32542652,Prevention;Diagnosis;Treatment
9021,32486283,Mechanism;Treatment
9022,32328726,Treatment
9024,32566561,Treatment
9043,32367746,Treatment;Mechanism
9046,32512291,Treatment
9049,32354800,Treatment
9051,32418299,Treatment
9055,32142651,Treatment;Mechanism
9057,32660813,Treatment;Diagnosis
9058,32383812,Treatment
9062,32499172,Mechanism;Treatment
9072,32606379,Treatment;Mechanism
9076,32679582,Diagnosis;Treatment
9083,32422063,Treatment
9088,32171872,Treatment
9091,32456769,Treatment
9098,32416413,Treatment;Mechanism
9099,32364961,Treatment;Mechanism
9100,32657965,Treatment;Prevention
9103,32658845,Treatment;Diagnosis
9107,32330970,Treatment
9110,32414417,Treatment
